Profile Name,Esn,Device Type,Acct First Playback Date,Acct Last Playback Date,Acct First Playback Date For User Generated Plays,Acct Last Playback Date For User Generated Plays,Profile First Playback Date,Profile Last Playback Date,Profile First Playback Date For User Generated Plays,Profile Last Playback Date For User Generated Plays,Deactivation Time
Ceren,NFAPPL-02-IPHONE15=3-957A0D1C24B26214BC34F22C698551F0DB04C06B77330D5F81087F069DD162A1,Apple iPhone 14 Pro Max iPhone,2023-06-22T20:16:51.679,2023-08-08T06:37:56.091,2023-06-22T20:16:51.679,2023-08-08T06:37:56.091,2023-06-22T20:16:51.679,2023-08-08T06:37:56.091,2023-06-22T20:16:51.679,2023-08-08T06:37:56.091,
Begüm:),NFAPPL-02-IPHONE15=3-145B84D82753590578BB78F1C3036C43423BED8FB4BA4623E2A06CA27F009314,Apple iPhone 14 Pro Max iPhone,2023-01-24T13:21:08.288,2023-08-04T10:33:23.726,2023-04-07T15:42:06.406,2023-08-04T10:33:23.726,2023-01-24T13:21:08.288,2023-08-04T10:33:23.726,2023-04-07T15:42:06.406,2023-08-04T10:33:23.726,
Begüm:),NFAPPL-02-IPHONE10=6-145B84D82753590578BB78F1C3036C43423BED8FB4BA4623E2A06CA27F009314,Apple iPhone X (GSM),2021-08-16T14:45:25.788,2023-01-09T20:09:18.817,2022-03-19T22:24:40.385,2022-03-19T22:24:40.385,2022-03-19T22:24:40.385,2023-01-09T20:09:18.817,2022-03-19T22:24:40.385,2022-03-19T22:24:40.385,
Televizyon,NFCDSF-01-G3E3C04P4EN2GD3GJX406AQKAFK33T,Safari MAC (Cadmium),2023-01-05T11:10:52.460,2023-01-05T11:10:52.460,,,2023-01-05T11:10:52.460,2023-01-05T11:10:52.460,,,
Televizyon,NFAPPL-02-IPHONE10=6-145B84D82753590578BB78F1C3036C43423BED8FB4BA4623E2A06CA27F009314,Apple iPhone X (GSM),2021-08-16T14:45:25.788,2023-01-09T20:09:18.817,2022-03-19T22:24:40.385,2022-03-19T22:24:40.385,2021-08-16T14:45:25.788,2023-01-04T19:55:39.428,,,
Televizyon,NFCDCH-02-HUG4Q6JNQXFP0HHU0N87X903JFU9H2,Chrome PC (Cadmium),2021-12-16T19:14:03.406,2024-12-30T11:16:45.676,2021-12-16T19:14:03.406,2024-12-30T11:16:45.676,2021-12-16T19:19:48.264,2022-11-21T15:12:15.883,,,
Televizyon,NFCDCH-MC-GDTYGNDK2RAW0F5UD7L70C8L26Y875,Netflix Chrome MAC (Cadmium) HTML 5,2021-11-07T19:55:12.985,2021-11-13T18:49:48.943,,,2021-11-07T19:55:12.985,2021-11-13T18:49:48.943,,,
Begüm:),NFCDCH-02-H4WL8P0YVA29K59F2WUPDU313ND4VA,Chrome PC (Cadmium),2021-08-31T11:29:49.006,2021-09-18T18:16:55.056,2021-09-18T12:40:53.774,2021-09-18T18:16:55.056,2021-09-18T12:40:53.774,2021-09-18T18:16:55.056,2021-09-18T12:40:53.774,2021-09-18T18:16:55.056,
Televizyon,NFCDCH-02-H4WL8P0YVA29K59F2WUPDU313ND4VA,Chrome PC (Cadmium),2021-08-31T11:29:49.006,2021-09-18T18:16:55.056,2021-09-18T12:40:53.774,2021-09-18T18:16:55.056,2021-08-31T11:29:49.006,2021-08-31T11:29:58.799,,,
Nuh,NFCDOP-01-J9U75JAU1QPFPT6E6DCLFLQM0HJAR4,Netflix Opera Other,,,,,,,,,
Nuh,NFCDCH-02-J8LCC7YQG5QR5W6TK88KP6R3P89PYK,Chrome PC (Cadmium),,,,,,,,,
Nuh,NFCDCH-02-HREGLE4XTH7HP9HFRTD0H43JY3CFL1,Chrome PC (Cadmium),,,,,,,,,
Nuh,NFCDOP-01-GRYPJTVR8H27DHXJECMXC1CK0Y91AT,Netflix Opera Other,,,,,,,,,
Nuh,NFCDCH-02-H2XH854XWT58XAY5Y2LJWGTDGFDAA5,Chrome PC (Cadmium),,,,,,,,,
Nuh,NFCDCH-02-GYRG0AD08RTMV8ULUMEXHMDE9L8YGF,Chrome PC (Cadmium),,,,,,,,,
Nuh,NFCDCH-02-GWWYFQALNLUE5CURGA5GQJNYE5N3G4,Chrome PC (Cadmium),,,,,,,,,
Nuh,NFCDCH-02-GA62AJXWWWC0W3XVF5P0T6D8QP2DHX,Chrome PC (Cadmium),,,,,,,,,
Nuh,NFCDOP-01-GPVZREKUC6HP0K6TG7MTC8AUUWAGTF,Netflix Opera Other,,,,,,,,,
Nuh,NFCDOP-01-GPPZ44N2UV631JNM0RQU6PEY0PJ9FV,Netflix Opera Other,,,,,,,,,
Nuh,NFCDOP-01-GNUK5TP0VXKQG38CN8G99G7CKWLP8P,Netflix Opera Other,,,,,,,,,
Nuh,NFCDCH-MC-GGRKHJYPHW0CW4W9KJ04VA0URL9FYR,Netflix Chrome MAC (Cadmium) HTML 5,,,,,,,,,
Nuh,NFCDCH-MC-GAF11TTDDPAT55KFLX4VQEAPCR4E83,Netflix Chrome MAC (Cadmium) HTML 5,,,,,,,,,
Nuh,NFCDCH-MC-G983Y3X6WFUNA35PHAY57JYJ32PN2L,Netflix Chrome MAC (Cadmium) HTML 5,,,,,,,,,
Nuh,NFPS5-001-KWM5KFJ8E920NPP5EQ5FZZ2Q1R,Sony PS5,2024-04-04T16:34:35.547,2024-11-01T15:42:17.420,2024-04-04T16:37:56.615,2024-10-22T17:31:20.518,2024-04-04T16:34:35.547,2024-11-01T15:42:17.420,2024-04-04T16:37:56.615,2024-10-22T17:31:20.518,2024-12-26T09:48:17.601
Nuh,NFAPPL-02-IPHONE15=3-ABIENP6TDRVQIYXRO4JD5UCQYWOB2RYOPVV7P6HT5H2NDB3V66AA,Apple iPhone 14 Pro Max iPhone,,,,,,,,,2024-10-11T18:50:24.944
Nuh,NFAPPL-02-IPHONE15=3-HGI6KVO443CVCPIL5DTQDKAHT6RWAYWLORG4FZW33YPZFP3GXUCA,Apple iPhone 14 Pro Max iPhone,,,,,,,,,2024-10-11T18:50:24.944
Nuh,NFAPPL-02-IPHONE15=3-S7FL2IKDDQWTNDGZKQIY35BTISBCMTS6HEDMXEAULWQYNR63CEBQ,Apple iPhone 14 Pro Max iPhone,,,,,,,,,2024-10-11T18:50:24.944
Nuh,NFAPPL-02-IPHONE15=3-TBXRJJX26S25VRRLE2ACM73HU3W4DXDDEPI3JNXJJNMIDKD7E3ZA,Apple iPhone 14 Pro Max iPhone,,,,,,,,,2024-10-11T18:50:24.944
Nuh,NFAPPL-02-IPHONE15=3-2RCFON55TULJ7IFDGIGJM2N4R43CVFESB2FDOP6QYJT2AFGPIMNQ,Apple iPhone 14 Pro Max iPhone,,,,,,,,,2024-10-11T18:50:24.944
Nuh,NFAPPL-02-IPHONE15=3-3H52EXZG2GMECXBW7LVKXAIGEXR5SKLS44ITCIFWY6TVYYUEM2YA,Apple iPhone 14 Pro Max iPhone,,,,,,,,,2024-10-11T18:50:24.944
Nuh,NFAPPL-02-IPHONE15=3-145B84D82753590578BB78F1C3036C43423BED8FB4BA4623E2A06CA27F009314,Apple iPhone 14 Pro Max iPhone,2023-01-24T13:21:08.288,2023-08-04T10:33:23.726,2023-04-07T15:42:06.406,2023-08-04T10:33:23.726,2023-01-24T13:21:08.288,2023-08-04T10:33:23.726,2023-04-07T15:42:06.406,2023-08-04T10:33:23.726,2024-10-11T18:50:24.944
