Profile Name,Source,Navigation Level,Referrer Url,Webpage Url,Click Utc Ts
Begüm:),iOS,playback,,,2025-03-21 21:12:41
Begüm:),iOS,showDetails,,,2025-03-21 21:12:35
Begüm:),iOS,browseTitles,,,2025-03-21 21:12:34
Begüm:),iOS,browseTitles,,,2025-03-21 21:12:34
Begüm:),iOS,showDetails,,,2025-03-21 21:12:34
Begüm:),iOS,playback,,,2025-03-21 21:12:28
Begüm:),iOS,browseTitles,,,2025-03-21 21:12:28
Begüm:),iOS,browseTitles,,,2025-03-21 21:06:12
Begüm:),iOS,browseTitles,,,2025-03-21 21:06:12
Begüm:),iOS,playback,,,2025-03-21 21:06:12
Begüm:),iOS,profilesGate,,,2025-03-21 21:06:07
Begüm:),iOS,browseTitles,,,2025-03-21 21:06:07
Begüm:),iOS,profilesGate,,,2025-03-21 21:06:07
Begüm:),www,browseTitles,,/browse,2025-03-20 19:44:45
Begüm:),www,playback,/browse,/watch/82001181?trackId=14170286&tctx=2%2C0%2C1f8f4020-bf7f-4009-9c41-2a57696a0107-615623983%2CNES_866981D5C426D0752528AD48B5B9E3-994911DC4F528C-7966146528_p_1742499843928%2CNES_866981D5C426D0752528AD48B5B9E3_p_1742499836028%2C%2C%2C%2C%2CVideo%3A82001173%2CminiDpPlayButton,2025-03-20 19:44:45
Begüm:),www,browseTitles,,/browse,2025-03-19 18:07:59
Begüm:),www,playback,/browse,/watch/82001181?trackId=262412350&tctx=1%2C3%2C83a75ec7-9e0b-4892-82d9-d10077b95669-162983809%2CNES_866981D5C426D0752528AD48B5B9E3-70ABB4754B2342-1E3785C675_p_1742407660320%2CNES_866981D5C426D0752528AD48B5B9E3_p_1742407660320%2C%2C%2C%2C%2CVideo%3A82001173%2CminiDpPlayButton,2025-03-19 18:07:59
Begüm:),www,browseTitles,,/browse,2025-03-19 18:07:51
Begüm:),www,browseTitles,,/browse,2025-03-19 18:07:51
Begüm:),www,browseTitlesGallery,/browse/genre/2243108?bc=34399,/browse/genre/83,2025-03-18 04:43:22
Begüm:),www,playback,/browse/genre/83,/watch/80004168?trackId=250318489&tctx=7%2C0%2C052ff4ec-6d67-4a00-9477-1606843df58e-28770644%2CNES_F317D2B2A3745D7B8B3193B3321CA6-62A4BE648D8580-D992937023_p_1742272982710%2CNES_F317D2B2A3745D7B8B3193B3321CA6_p_1742272982710%2C%2C%2C%2C%2CVideo%3A70281562%2CminiDpPlayButton,2025-03-18 04:43:22
Begüm:),www,browseTitlesGallery,/browse/genre/34399,/browse/genre/2243108?bc=34399,2025-03-18 04:43:02
Begüm:),www,browseTitlesGallery,/browse/genre/2243108?bc=34399,/browse/genre/83,2025-03-18 04:43:02
Begüm:),www,browseTitlesGallery,/browse/genre/783?bc=34399,/browse/genre/34399,2025-03-17 20:10:46
Begüm:),www,browseTitlesGallery,/browse/genre/34399,/browse/genre/2243108?bc=34399,2025-03-17 20:10:46
Begüm:),www,browseTitlesGallery,/watch/70141972?trackId=253863245&tctx=1%2C33%2Ca91dc7f6-fd33-4c1c-bf63-0958a302b141-95069869%2CNES_9A66E9E5FF87ABB84E1E14AD3253E1-C56DA88A61FB83-2C51BF5CE4_p_1742242096239%2CNES_9A66E9E5FF87ABB84E1E14AD3253E1_p_1742242096239%2C%2C%2C%2C%2CVideo%3A70141972%2CminiDpPlayButton,/browse/genre/783?bc=34399,2025-03-17 20:10:41
Begüm:),www,browseTitlesGallery,/browse/genre/783?bc=34399,/browse/genre/34399,2025-03-17 20:10:41
Begüm:),www,playback,/browse/genre/783?bc=34399,/watch/70141972?trackId=253863245&tctx=1%2C33%2Ca91dc7f6-fd33-4c1c-bf63-0958a302b141-95069869%2CNES_9A66E9E5FF87ABB84E1E14AD3253E1-C56DA88A61FB83-2C51BF5CE4_p_1742242096239%2CNES_9A66E9E5FF87ABB84E1E14AD3253E1_p_1742242096239%2C%2C%2C%2C%2CVideo%3A70141972%2CminiDpPlayButton,2025-03-17 20:09:41
Begüm:),www,browseTitlesGallery,/watch/70141972?trackId=253863245&tctx=1%2C33%2Ca91dc7f6-fd33-4c1c-bf63-0958a302b141-95069869%2CNES_9A66E9E5FF87ABB84E1E14AD3253E1-C56DA88A61FB83-2C51BF5CE4_p_1742242096239%2CNES_9A66E9E5FF87ABB84E1E14AD3253E1_p_1742242096239%2C%2C%2C%2C%2CVideo%3A70141972%2CminiDpPlayButton,/browse/genre/783?bc=34399,2025-03-17 20:09:41
Begüm:),www,browseTitlesGallery,/browse/genre/783?bc=34399&jbv=81140933,/browse/genre/783?bc=34399,2025-03-17 20:09:19
Begüm:),www,playback,/browse/genre/783?bc=34399,/watch/70141972?trackId=253863245&tctx=1%2C33%2Ca91dc7f6-fd33-4c1c-bf63-0958a302b141-95069869%2CNES_9A66E9E5FF87ABB84E1E14AD3253E1-C56DA88A61FB83-2C51BF5CE4_p_1742242096239%2CNES_9A66E9E5FF87ABB84E1E14AD3253E1_p_1742242096239%2C%2C%2C%2C%2CVideo%3A70141972%2CminiDpPlayButton,2025-03-17 20:09:19
Begüm:),www,browseTitlesGallery,/browse/genre/783?bc=34399&jbv=81140933,/browse/genre/783?bc=34399,2025-03-17 20:08:53
Begüm:),www,movieDetails,/browse/genre/783?bc=34399,/browse/genre/783?bc=34399&jbv=81140933,2025-03-17 20:08:52
Begüm:),www,browseTitlesGallery,/browse/genre/34399,/browse/genre/783?bc=34399,2025-03-17 20:08:45
Begüm:),www,browseTitlesGallery,/browse/genre/783?bc=34399,/browse/genre/783?bc=34399&jbv=81140933,2025-03-17 20:08:45
Begüm:),www,browseTitlesGallery,/search?q=animasyon,/browse/genre/34399,2025-03-17 20:08:16
Begüm:),www,browseTitlesGallery,/browse/genre/34399,/browse/genre/783?bc=34399,2025-03-17 20:08:16
Begüm:),www,search,/search?q=animasyon&jbv=80007778,/search?q=animasyon,2025-03-17 20:08:03
Begüm:),www,browseTitlesGallery,/search?q=animasyon,/browse/genre/34399,2025-03-17 20:08:03
Begüm:),www,movieDetails,/search?q=animasyon,/search?q=animasyon&jbv=80007778,2025-03-17 20:07:35
Begüm:),www,search,/search?q=animasyon&jbv=80007778,/search?q=animasyon,2025-03-17 20:07:35
Begüm:),www,search,/search?q=animasyon&jbv=80214236,/search?q=animasyon,2025-03-17 20:07:29
Begüm:),www,search,/search?q=animasyon,/search?q=animasyon&jbv=80007778,2025-03-17 20:07:29
Begüm:),www,movieDetails,/search?q=animasyon,/search?q=animasyon&jbv=80214236,2025-03-17 20:07:03
Begüm:),www,search,/search?q=animasyon&jbv=80214236,/search?q=animasyon,2025-03-17 20:07:03
Begüm:),www,search,/watch/70115629?trackId=268410292&tctx=1%2C8%2C5c7eebaa-11a3-4016-ae18-a55dfd1fb549-71092075%2C5c7eebaa-11a3-4016-ae18-a55dfd1fb549-71092075%7C2%2Cunknown%2C%2C%2CtitlesResults%2C%2CVideo%3A70115629%2CminiDpPlayButton,/search?q=animasyon,2025-03-17 20:07:00
Begüm:),www,search,/search?q=animasyon,/search?q=animasyon&jbv=80214236,2025-03-17 20:07:00
Begüm:),www,playback,,/watch/70115629?trackId=268410292&tctx=1%2C8%2C5c7eebaa-11a3-4016-ae18-a55dfd1fb549-71092075%2C5c7eebaa-11a3-4016-ae18-a55dfd1fb549-71092075%7C2%2Cunknown%2C%2C%2CtitlesResults%2C%2CVideo%3A70115629%2CminiDpPlayButton,2025-03-17 20:05:45
Begüm:),www,search,/watch/70115629?trackId=268410292&tctx=1%2C8%2C5c7eebaa-11a3-4016-ae18-a55dfd1fb549-71092075%2C5c7eebaa-11a3-4016-ae18-a55dfd1fb549-71092075%7C2%2Cunknown%2C%2C%2CtitlesResults%2C%2CVideo%3A70115629%2CminiDpPlayButton,/search?q=animasyon,2025-03-17 20:05:45
Begüm:),www,search,/search?q=animasyo,/search?q=animasyon,2025-03-14 19:28:31
Begüm:),www,playback,/search?q=animasyon,/watch/70115629?trackId=268410292&tctx=1%2C8%2C5c7eebaa-11a3-4016-ae18-a55dfd1fb549-71092075%2C5c7eebaa-11a3-4016-ae18-a55dfd1fb549-71092075%7C2%2Cunknown%2C%2C%2CtitlesResults%2C%2CVideo%3A70115629%2CminiDpPlayButton,2025-03-14 19:28:31
Begüm:),www,search,/search?q=anima,/search?q=animas,2025-03-14 19:28:24
Begüm:),www,search,/search?q=animas,/search?q=animasy,2025-03-14 19:28:24
Begüm:),www,search,/search?q=animas,/search?q=animasy,2025-03-14 19:28:24
Begüm:),www,search,/search?q=animasy,/search?q=animasyo,2025-03-14 19:28:24
Begüm:),www,search,/search?q=animasy,/search?q=animasyo,2025-03-14 19:28:24
Begüm:),www,search,/search?q=animasyo,/search?q=animasyon,2025-03-14 19:28:24
Begüm:),www,search,/search?q=a,/search?q=an,2025-03-14 19:28:23
Begüm:),www,search,/search?q=an,/search?q=ani,2025-03-14 19:28:23
Begüm:),www,search,/search?q=an,/search?q=ani,2025-03-14 19:28:23
Begüm:),www,search,/search?q=ani,/search?q=anim,2025-03-14 19:28:23
Begüm:),www,search,/search?q=ani,/search?q=anim,2025-03-14 19:28:23
Begüm:),www,search,/search?q=anim,/search?q=anima,2025-03-14 19:28:23
Begüm:),www,search,/search?q=anim,/search?q=anima,2025-03-14 19:28:23
Begüm:),www,search,/search?q=anima,/search?q=animas,2025-03-14 19:28:23
Begüm:),www,browseTitles,/search?q=genlik,/,2025-03-14 19:28:22
Begüm:),www,search,/,/search?q=a,2025-03-14 19:28:22
Begüm:),www,search,/,/search?q=a,2025-03-14 19:28:22
Begüm:),www,search,/search?q=a,/search?q=an,2025-03-14 19:28:22
Begüm:),www,search,/search?q=genlik&jbv=80079257,/search?q=genlik,2025-03-14 19:28:19
Begüm:),www,browseTitles,/search?q=genlik,/,2025-03-14 19:28:19
Begüm:),www,movieDetails,/watch/81399299?trackId=13212365&tctx=9%2C4%2C64430961-0e6a-48e0-9c15-8b037ee6ec01-49732630%2C64430961-0e6a-48e0-9c15-8b037ee6ec01-49732630%7C2%2Cunknown%2C%2C%2CtitlesResults%2C80079257%2CVideo%3A81399299%2CdetailsPageCollection,/search?q=genlik&jbv=80079257,2025-03-14 19:28:16
Begüm:),www,search,/search?q=genlik&jbv=80079257,/search?q=genlik,2025-03-14 19:28:16
Begüm:),www,playback,/search?q=genlik&jbv=80079257,/watch/81399299?trackId=13212365&tctx=9%2C4%2C64430961-0e6a-48e0-9c15-8b037ee6ec01-49732630%2C64430961-0e6a-48e0-9c15-8b037ee6ec01-49732630%7C2%2Cunknown%2C%2C%2CtitlesResults%2C80079257%2CVideo%3A81399299%2CdetailsPageCollection,2025-03-14 19:28:14
Begüm:),www,movieDetails,/watch/81399299?trackId=13212365&tctx=9%2C4%2C64430961-0e6a-48e0-9c15-8b037ee6ec01-49732630%2C64430961-0e6a-48e0-9c15-8b037ee6ec01-49732630%7C2%2Cunknown%2C%2C%2CtitlesResults%2C80079257%2CVideo%3A81399299%2CdetailsPageCollection,/search?q=genlik&jbv=80079257,2025-03-14 19:28:14
Begüm:),www,search,/search?q=genlik,/search?q=genlik&jbv=80079257,2025-03-14 15:49:27
Begüm:),www,playback,/search?q=genlik&jbv=80079257,/watch/81399299?trackId=13212365&tctx=9%2C4%2C64430961-0e6a-48e0-9c15-8b037ee6ec01-49732630%2C64430961-0e6a-48e0-9c15-8b037ee6ec01-49732630%7C2%2Cunknown%2C%2C%2CtitlesResults%2C80079257%2CVideo%3A81399299%2CdetailsPageCollection,2025-03-14 15:49:27
Begüm:),www,search,/search?q=genlik&jbv=81132038,/search?q=genlik,2025-03-14 15:49:00
Begüm:),www,search,/search?q=genlik,/search?q=genlik&jbv=80079257,2025-03-14 15:49:00
Begüm:),www,movieDetails,/search?q=genlik,/search?q=genlik&jbv=81132038,2025-03-14 15:48:47
Begüm:),www,search,/search?q=genlik&jbv=81132038,/search?q=genlik,2025-03-14 15:48:47
Begüm:),www,search,/search?q=genlik&jbv=81580024,/search?q=genlik,2025-03-14 15:48:39
Begüm:),www,search,/search?q=genlik,/search?q=genlik&jbv=81132038,2025-03-14 15:48:39
Begüm:),www,movieDetails,/search?q=genlik,/search?q=genlik&jbv=81580024,2025-03-14 15:48:30
Begüm:),www,search,/search?q=genlik&jbv=81580024,/search?q=genlik,2025-03-14 15:48:30
Begüm:),www,search,/search?q=genlik&jbv=81324724,/search?q=genlik,2025-03-14 15:47:29
Begüm:),www,search,/search?q=genlik,/search?q=genlik&jbv=81580024,2025-03-14 15:47:29
Begüm:),www,movieDetails,/search?q=genlik,/search?q=genlik&jbv=81324724,2025-03-14 15:47:09
Begüm:),www,search,/search?q=genlik&jbv=81324724,/search?q=genlik,2025-03-14 15:47:09
Begüm:),www,search,/search?q=genlik&jbv=81210762,/search?q=genlik,2025-03-14 15:47:04
Begüm:),www,search,/search?q=genlik,/search?q=genlik&jbv=81324724,2025-03-14 15:47:04
Begüm:),www,movieDetails,/search?q=genlik,/search?q=genlik&jbv=81210762,2025-03-14 15:46:47
Begüm:),www,search,/search?q=genlik&jbv=81210762,/search?q=genlik,2025-03-14 15:46:47
Begüm:),www,search,/search?q=genlik&jbv=81026818,/search?q=genlik,2025-03-14 15:46:32
Begüm:),www,search,/search?q=genlik,/search?q=genlik&jbv=81210762,2025-03-14 15:46:32
Begüm:),www,movieDetails,/search?q=genlik,/search?q=genlik&jbv=81026818,2025-03-14 15:46:29
Begüm:),www,search,/search?q=genlik&jbv=81026818,/search?q=genlik,2025-03-14 15:46:29
Begüm:),www,search,/search?q=genlik&jbv=81176235,/search?q=genlik,2025-03-14 15:46:24
Begüm:),www,search,/search?q=genlik,/search?q=genlik&jbv=81026818,2025-03-14 15:46:24
Begüm:),www,movieDetails,/search?q=genlik,/search?q=genlik&jbv=81176235,2025-03-14 15:46:09
Begüm:),www,search,/search?q=genlik&jbv=81176235,/search?q=genlik,2025-03-14 15:46:09
Begüm:),www,search,/search?q=genlik&jbv=81043665,/search?q=genlik,2025-03-14 15:45:57
Begüm:),www,search,/search?q=genlik,/search?q=genlik&jbv=81176235,2025-03-14 15:45:57
Begüm:),www,movieDetails,/search?q=genlik,/search?q=genlik&jbv=81043665,2025-03-14 15:45:36
Begüm:),www,search,/search?q=genlik&jbv=81043665,/search?q=genlik,2025-03-14 15:45:36
Begüm:),www,search,/search?q=genli,/search?q=genlik,2025-03-14 15:45:28
Begüm:),www,search,/search?q=genlik,/search?q=genlik&jbv=81043665,2025-03-14 15:45:28
Begüm:),www,search,/search?q=ge,/search?q=gen,2025-03-14 15:45:02
Begüm:),www,search,/search?q=gen,/search?q=genl,2025-03-14 15:45:02
Begüm:),www,search,/search?q=gen,/search?q=genl,2025-03-14 15:45:02
Begüm:),www,search,/search?q=genl,/search?q=genli,2025-03-14 15:45:02
Begüm:),www,search,/search?q=genl,/search?q=genli,2025-03-14 15:45:02
Begüm:),www,search,/search?q=genli,/search?q=genlik,2025-03-14 15:45:02
Begüm:),www,search,/search?q=gem,/search?q=ge,2025-03-14 15:45:01
Begüm:),www,search,/search?q=ge,/search?q=gen,2025-03-14 15:45:01
Begüm:),www,search,/search?q=gem%C3%A7li,/search?q=gem%C3%A7lilk,2025-03-14 15:44:58
Begüm:),www,search,/search?q=gem%C3%A7lilk,/search?q=gem%C3%A7lil,2025-03-14 15:44:58
